filename,PSNR,SSIM,LPIPS
00000.png,18.156743008773976,0.6553280353546143,0.4090723395347595
00001.png,18.234261621952278,0.6475552320480347,0.4005187451839447
00002.png,18.013289329767122,0.6376517415046692,0.40975892543792725
00003.png,18.009646992041667,0.634696900844574,0.4014286696910858
00004.png,16.77518899448785,0.6285596489906311,0.39547738432884216
00005.png,15.510676430822263,0.5965632796287537,0.40518325567245483
00006.png,14.17628190981689,0.5747813582420349,0.42191916704177856
00007.png,13.83116879113361,0.5601299405097961,0.402210533618927
,16.588407134849458,0.6169083118438721,0.405696127563715
